,keyword,score
585,조정,2.5135367e-09
586,산정,2.5129079e-09
587,프로,2.495026e-09
588,완료,2.4746967e-09
589,매뉴얼,2.4693367e-09
590,선제,2.4682392e-09
591,비전,2.4661004e-09
592,지향,2.4650264e-09
593,원격,2.4648181e-09
594,리스트,2.463592e-09
595,보증,2.4618134e-09
596,차원,2.4596694e-09
597,지분,2.4579865e-09
598,상호,2.457858e-09
599,손익,2.4521898e-09
600,음성,2.434703e-09
601,빌딩,2.427963e-09
602,제외,2.4250646e-09
603,아이디어,2.4169022e-09
604,부여,2.4135614e-09
605,확립,2.4134992e-09
606,포괄,2.413017e-09
607,관심,2.4093953e-09
608,이외,2.4083675e-09
609,자발,2.407862e-09
610,아래,2.404888e-09
611,발견,2.4012783e-09
612,미세먼지,2.3984492e-09
613,아카데미,2.376613e-09
614,위생,2.3723028e-09
615,재택근무,2.3718019e-09
616,신재,2.3649185e-09
617,금액,2.3528353e-09
618,독립성,2.3526998e-09
619,수집,2.3509332e-09
620,마을,2.3434248e-09
621,전지,2.3361477e-09
622,진출,2.3355253e-09
623,제품군,2.3211368e-09
624,공기,2.31819e-09
625,복지,2.3138085e-09
626,특별,2.3076405e-09
627,비중,2.305706e-09
628,화재,2.3041493e-09
629,공지,2.3002724e-09
630,페이지,2.2997775e-09
631,임금,2.2993085e-09
632,투자자,2.297968e-09
633,변동,2.2947868e-09
634,권리,2.2933968e-09
635,수익,2.292197e-09
636,공장,2.289015e-09
637,전파,2.2800626e-09
638,연구소,2.2643187e-09
639,증대,2.2534803e-09
640,준비,2.2526754e-09
641,시나리오,2.2496205e-09
642,자문,2.2482298e-09
643,자격,2.247418e-09
644,니즈,2.2456508e-09
645,현업,2.2418563e-09
646,인간,2.2353488e-09
647,디스플레이,2.222074e-09
648,스팀,2.2191624e-09
649,제련소,2.213452e-09
650,대한민국,2.212828e-09
651,시대,2.2115092e-09
652,불량,2.2097209e-09
653,패널,2.2091584e-09
654,제어,2.206841e-09
655,매출액,2.1943762e-09
656,최적,2.1932558e-09
657,세탁,2.19277e-09
658,인사,2.1925939e-09
659,이니셔티브,2.1918527e-09
660,신설,2.1917452e-09
661,총회,2.1917044e-09
662,대형,2.1780047e-09
663,자연,2.1691777e-09
664,불공정,2.1675048e-09
665,라벨,2.1600006e-09
666,지정,2.1470115e-09
667,수요,2.1461468e-09
668,측면,2.146015e-09
669,리더,2.1423803e-09
670,근거,2.1407587e-09
671,발송,2.1405553e-09
672,최적화,2.1158555e-09
673,베트남,2.1049391e-09
674,거점,2.1020428e-09
675,모바일,2.0998374e-09
676,폐기,2.0982311e-09
677,감염,2.0899114e-09
678,우선,2.089139e-09
679,간접,2.087416e-09
680,요구사항,2.0841378e-09
681,감염병,2.0839632e-09
682,부채,2.0723927e-09
683,양산,2.0584199e-09
684,메시지,2.0513249e-09
685,설립,2.0499455e-09
686,확장,2.0467354e-09
687,반도체,2.0447475e-09
688,플랫,2.0440623e-09
689,동반,2.0423745e-09
690,인근,2.0376374e-09
691,후보,2.0343056e-09
692,이전,2.034061e-09
693,위원,2.0336106e-09
694,경력,2.0056818e-09
695,가전제품,2.0036133e-09
696,일본,2.001271e-09
697,이하,2.0006605e-09
698,원부,1.986456e-09
699,수질,1.986292e-09
700,접점,1.9823514e-09
701,원인,1.9818545e-09
702,필수,1.9811393e-09
703,접수,1.9811117e-09
704,하이닉스,1.9792092e-09
705,수렴,1.9755373e-09
706,심의,1.9755264e-09
707,전기차,1.9592008e-09
708,자동차,1.956684e-09
709,가정,1.9448942e-09
