,keyword,score
724,세무,2.4087845e-09
725,청년,2.3768316e-09
726,생산량,2.3749966e-09
727,최적화,2.3747164e-09
728,디자인,2.3711826e-09
729,시나리오,2.368226e-09
730,제안,2.3678597e-09
731,변동,2.367554e-09
732,선언,2.3649618e-09
733,간접,2.3634434e-09
734,발표,2.3630804e-09
735,배당,2.3598359e-09
736,보급,2.3317546e-09
737,물류,2.329825e-09
738,개별,2.3207192e-09
739,확립,2.3178137e-09
740,정확,2.3139124e-09
741,배출권,2.2902376e-09
742,복구,2.2886664e-09
743,코딩,2.2877387e-09
744,성별,2.2867424e-09
745,감시,2.2831803e-09
746,부족,2.2830164e-09
747,어려움,2.2818083e-09
748,노하우,2.281318e-09
749,일자리,2.2807123e-09
750,완료,2.2791136e-09
751,위협,2.2768214e-09
752,조달,2.276344e-09
753,사실,2.2745295e-09
754,발간,2.274323e-09
755,리스트,2.2737767e-09
756,간담회,2.2734827e-09
757,분쟁,2.2726965e-09
758,성희롱,2.248017e-09
759,제어,2.2399311e-09
760,수리,2.2344746e-09
761,특허,2.2334963e-09
762,메시지,2.231678e-09
763,조건,2.2315125e-09
764,피드백,2.2310187e-09
765,유통망,2.2299909e-09
766,정량,2.2295328e-09
767,불만,2.2290318e-09
768,설문,2.2286673e-09
769,교실,2.2279432e-09
770,법률,2.2273694e-09
771,대내외,2.2268607e-09
772,지분,2.226206e-09
773,플랫폼,2.1958044e-09
774,통화,2.1910416e-09
775,유연,2.1892375e-09
776,이하,2.1877686e-09
777,형성,2.1864244e-09
778,정착,2.1844908e-09
779,파트너십,2.18437e-09
780,부여,2.1831883e-09
781,방심,2.1829563e-09
782,근거,2.1800193e-09
783,오픈,2.161798e-09
784,에코,2.1529276e-09
785,용량,2.151994e-09
786,인구,2.1487343e-09
787,구독,2.14429e-09
788,정치,2.1436162e-09
789,멘토링,2.1415818e-09
790,의미,2.14088e-09
791,소프트웨어,2.1407598e-09
792,포털,2.1407285e-09
793,건전,2.1385127e-09
794,실태,2.1369182e-09
795,이념,2.1358737e-09
796,서울대,2.1331e-09
797,경기,2.1297069e-09
798,교체,2.1197142e-09
799,유관,2.105653e-09
800,최신,2.1030686e-09
801,교수,2.0968574e-09
802,분류,2.0937674e-09
803,비교,2.0936188e-09
804,방침,2.093157e-09
805,자발,2.0913187e-09
806,권고,2.0878848e-09
807,유럽,2.0594544e-09
808,아시아,2.0592874e-09
809,재고,2.055674e-09
810,편의,2.0549842e-09
811,재단,2.0532418e-09
812,카드,2.052098e-09
813,공지,2.0509656e-09
814,요건,2.0476154e-09
815,부채,2.0441195e-09
816,세금,2.0412303e-09
817,당기,2.040421e-09
818,사단,2.0337863e-09
819,물품,2.0201936e-09
820,포스,2.0161295e-09
821,배터리,2.0147224e-09
822,클라우드,2.0117952e-09
823,진출,2.0108522e-09
824,언론,2.0095323e-09
825,아카데미,2.0063868e-09
826,인정,2.0056254e-09
827,주식회사,2.0046609e-09
828,원활,2.0032493e-09
829,사이버,2.0030106e-09
830,제정,1.9987116e-09
831,관행,1.9969353e-09
832,연구원,1.9783382e-09
833,인도네시아,1.9767814e-09
834,가전,1.973069e-09
835,수칙,1.9695083e-09
836,패키지,1.9661082e-09
837,참석,1.9645952e-09
838,기지국,1.9640185e-09
839,대형,1.9623554e-09
840,직장,1.9608812e-09
841,폐수,1.959749e-09
842,단순,1.9588082e-09
843,공인,1.9582398e-09
844,가정,1.9565076e-09
845,지향,1.9552775e-09
846,합리,1.9533988e-09
847,명시,1.9524542e-09
848,법인세,1.9510735e-09
849,광양,1.9262856e-09
850,대상자,1.9220254e-09
851,신재,1.9200503e-09
852,본격,1.919184e-09
853,적정,1.9166442e-09
854,첨단,1.9163688e-09
855,관제,1.916333e-09
856,어린이,1.9162059e-09
857,공단,1.9156983e-09
858,매뉴얼,1.9116582e-09
859,탐지,1.910862e-09
860,신용,1.9107729e-09
861,수렴,1.9105393e-09
862,재정,1.9098396e-09
863,페이지,1.9092277e-09
864,포괄,1.9055075e-09
865,정신,1.8841662e-09
866,사람,1.8744077e-09
867,운동,1.8733335e-09
868,오프라인,1.8706963e-09
869,보존,1.8705821e-09
870,도움,1.8681308e-09
871,택트,1.867381e-09
872,중점,1.866498e-09
873,즉시,1.8650057e-09
874,손실,1.863742e-09
875,기업지배구조,1.8611233e-09
876,마을,1.842671e-09
877,강재,1.8374295e-09
878,성능,1.8274101e-09
879,포장재,1.8269272e-09
880,격차,1.8262621e-09
881,프리미엄,1.825188e-09
882,체크,1.8246661e-09
883,마음,1.8240276e-09
884,해킹,1.822655e-09
885,레터,1.8217807e-09
886,본인,1.8214288e-09
887,원주민,1.8206839e-09
888,문서,1.8203556e-09
889,관심,1.8187608e-09
890,부서장,1.8186587e-09
891,감독,1.8180648e-09
892,흐름,1.8164362e-09
893,구체,1.8146932e-09
894,출입,1.7879123e-09
895,리튬,1.7878788e-09
896,감염,1.785856e-09
897,갤럭시,1.7822074e-09
898,투입,1.7807427e-09
899,운전,1.7799969e-09
900,발송,1.7789415e-09
901,업장,1.7787565e-09
902,소개,1.7782935e-09
903,스트레스,1.7770361e-09
904,아이디어,1.7765004e-09
905,출범,1.776256e-09
906,포용,1.7758469e-09
907,사무국,1.7751548e-09
908,과장,1.7742642e-09
909,촉진,1.7388982e-09
910,디바이스,1.7387356e-09
911,주민,1.7386595e-09
912,초기,1.7382447e-09
913,복리,1.7347973e-09
914,결제,1.7334378e-09
915,노인,1.7331071e-09
916,요금,1.7326728e-09
917,특수,1.7322956e-09
918,일정,1.7316484e-09
919,고위험,1.730373e-09
920,정비,1.7297419e-09
921,분쟁광물,1.7286386e-09
922,여건,1.7282514e-09
923,인류,1.7280443e-09
924,법령,1.7280161e-09
925,의식,1.7270776e-09
926,시정,1.7264076e-09
927,의료,1.7263759e-09
928,냉장고,1.7212916e-09
929,해양,1.7153159e-09
930,인근,1.7090652e-09
931,조정,1.6990065e-09
932,독일,1.6980599e-09
933,전지,1.6949819e-09
934,건설,1.6944111e-09
935,어린이집,1.6931797e-09
936,거리,1.6910426e-09
937,화재,1.6909275e-09
938,생물,1.6909172e-09
939,전원,1.6908849e-09
940,유사,1.6900947e-09
941,동영상,1.6892983e-09
942,참가,1.6891513e-09
943,스타트업,1.6865326e-09
944,전면,1.6860224e-09
945,단축,1.6859579e-09
946,수급,1.6855178e-09
947,후생,1.6854077e-09
948,통신망,1.6853625e-09
949,니즈,1.683637e-09
950,극복,1.6833331e-09
951,유엔,1.683084e-09
952,주체,1.6817924e-09
953,생각,1.6809655e-09
954,안건,1.6806052e-09
955,퇴직,1.6666619e-09
956,부사장,1.6641021e-09
957,양극,1.6468027e-09
958,전송,1.6426922e-09
959,부담,1.642619e-09
960,개편,1.641683e-09
961,팩토리,1.6411905e-09
962,산출,1.6400545e-09
963,용역,1.6396963e-09
964,진화,1.6394224e-09
965,수출,1.6391487e-09
966,원가,1.6385313e-09
967,연관,1.6368784e-09
968,합산,1.6365085e-09
969,확정,1.6349366e-09
970,음악,1.6317987e-09
971,배포,1.6107496e-09
972,안심,1.6096318e-09
973,스틸,1.6095916e-09
974,분리,1.6051676e-09
975,치료,1.600039e-09
976,택시,1.5996258e-09
977,케이블,1.5980975e-09
978,방재,1.5980359e-09
979,조업,1.5960582e-09
980,직업,1.5942734e-09
981,수치,1.5942319e-09
982,테스트,1.5942012e-09
983,이외,1.5941045e-09
984,감염병,1.5926908e-09
985,신입,1.5911229e-09
986,워크숍,1.5910756e-09
987,집행,1.5903513e-09
988,헌장,1.5894173e-09
989,병원,1.5849259e-09
990,증권,1.5683124e-09
991,바다,1.5662932e-09
992,검색,1.5657508e-09
993,주소,1.5645679e-09
994,청각,1.5615041e-09
995,음극,1.5598172e-09
996,대학생,1.5590037e-09
