,keyword,score
856,컨퍼런스,4.8781995e-10
857,발휘,4.8258697e-10
858,가스,4.8213045e-10
859,공화국,4.812858e-10
860,임산부,4.757198e-10
861,해설,4.757129e-10
862,전기차,4.7484633e-10
863,유능,4.7432536e-10
864,의류,4.741936e-10
865,비욘,4.71199e-10
866,풍력,4.684735e-10
867,유발,4.533163e-10
868,재택근무,4.4836387e-10
869,단위,4.430856e-10
870,서면,4.4294535e-10
871,집중,4.428597e-10
872,조기,4.4012619e-10
873,기밀,4.3758897e-10
874,전통,4.364025e-10
875,제재,4.359114e-10
876,기본법,4.35542e-10
877,상거래,4.3513712e-10
878,원재료,4.3489126e-10
879,소비량,4.3475723e-10
880,부산물,4.3467474e-10
881,넛지,4.3377538e-10
882,연료전지,4.3348297e-10
883,발전사,4.3336626e-10
884,고농,4.3316453e-10
885,생애,4.3291812e-10
886,한도,4.3280085e-10
887,취임,4.3222018e-10
888,이산화,4.3202972e-10
889,화관,4.3142986e-10
890,찬반,4.3128648e-10
891,소관,4.3128037e-10
892,등록,4.312377e-10
893,지출,4.3123422e-10
894,배당,4.3101928e-10
895,서약,4.3088852e-10
896,영위,4.3086942e-10
897,조화,4.3080808e-10
898,품질,4.3078002e-10
899,작업,4.3077514e-10
900,주제,4.3075257e-10
901,단시간,4.3071732e-10
902,미공개,4.305884e-10
903,소비문화,4.305605e-10
904,도움,4.3052864e-10
905,악화,4.3048748e-10
906,설명서,4.3042905e-10
907,다국적,4.303877e-10
908,위원장,4.3017098e-10
909,권유,4.3000922e-10
910,유럽,4.2984935e-10
911,경험,4.2982384e-10
912,양수,4.2977483e-10
913,발급,4.2974369e-10
914,인정,4.29576e-10
915,극대,4.2957374e-10
916,정신,4.2949122e-10
917,사업자,4.2948473e-10
918,그동안,4.2943335e-10
919,스탠다드,4.2938883e-10
920,열람,4.2936335e-10
921,초래,4.2931084e-10
922,승진,4.2925416e-10
923,회피,4.2921425e-10
924,대주주,4.2921355e-10
925,허위,4.2920645e-10
926,일시,4.292028e-10
927,제반,4.2913897e-10
928,양립,4.2912782e-10
929,배치,4.2904566e-10
930,과거,4.2896817e-10
931,부정행위,4.2896334e-10
932,연결,4.289179e-10
933,생활,4.287552e-10
934,재원,4.2874138e-10
935,중복,4.2867906e-10
936,성공,4.2866577e-10
937,공헌,4.2854428e-10
938,실현,4.2853177e-10
939,지적,4.2831771e-10
940,정성,4.2829634e-10
941,소집,4.2825954e-10
942,장치,4.282152e-10
943,결정자,4.2806436e-10
944,해임,4.2802759e-10
945,비상시,4.2797885e-10
946,개시,4.2715878e-10
947,연례,4.27124e-10
948,고령화,4.2703e-10
949,인접,4.2629636e-10
950,해이,4.1707965e-10
951,논란,4.1707965e-10
952,아동,4.0777287e-10
953,옴부즈맨,4.0598452e-10
954,휴직,4.0501374e-10
955,육아,4.0110104e-10
956,과태료,4.0097456e-10
957,모유,3.9963077e-10
958,대규,3.9963077e-10
959,산모,3.9761733e-10
960,아웃도어,3.9712408e-10
961,휴가,3.9640533e-10
962,어린이,3.9086875e-10
963,민주,3.8952308e-10
964,휴게실,3.883601e-10
965,차량,3.8573428e-10
966,대신,3.8533607e-10
967,게재,3.827427e-10
968,디자인,3.822012e-10
969,감경,3.7951545e-10
